S_ECH,pn,an,deb,peche,engin,maille,LAT_VOY,LONG_VOY,no_db,prof,catch,longt,poidt,SEXE,poidg,poids,matc,dev,choixc,agec,sagec,cohorte,Pecheur,Remarques,datetime_set,datetime_haul,soak_time
72850,36,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,386.58,395.8506615,F,18.7825911,377.0680704,31,A,A,10,,2013,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,37,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,379.44,362.0859043,M,41.42650998,320.6593943,30,A,A,10,,2013,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,38,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,360.06,335.6915737,F,19.95903607,315.7325377,32,A,A,9,,2014,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,39,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,345.78,305.525337,F,23.54831498,281.9770221,32,A,A,11,,2012,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,40,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,375.36,329.6632667,F,25.56282134,304.1004454,32,A,A,NA,,NA,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,41,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,353.94,295.4611855,M,39.96027051,255.500915,40,A,P,7,,2016,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,42,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,364.14,336.2822243,M,14.43193704,321.8502873,82,A,A,9,,2014,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,43,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,368.22,299.4844291,F,12.58208184,286.9023472,83,A,A,9,,2014,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,44,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,373.32,351.1763547,M,36.91089436,314.2654603,30,A,A,9,,2014,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,45,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,355.98,355.7690081,F,30.96128743,324.8077207,32,A,A,9,,2014,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,46,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,376.38,261.1606734,F,3.961412171,257.1992613,81,A,P,8,,2015,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,47,2023,Brador Bay,4SW,41,2.75,51.45,-57.29833,12,27.432,3.6287,343.74,316.5935628,F,24.70131341,291.8922494,32,A,A,9,,2014,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,48,2023,Brador Bay,4SW,41,3,51.45,-57.29833,7,27.432,2.268,383.52,368.8059158,F,20.25214135,348.5537744,31,A,A,9,,2014,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,49,2023,Brador Bay,4SW,41,3,51.45,-57.29833,7,27.432,2.268,370.26,351.1763547,M,49.75076301,301.4255917,40,A,P,10,,2013,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,50,2023,Brador Bay,4SW,41,3,51.45,-57.29833,7,27.432,2.268,385.56,379.8292298,F,24.70131341,355.1279164,31,A,A,12,+,2011,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,51,2023,Brador Bay,4SW,41,3,51.45,-57.29833,7,27.432,2.268,375.36,351.1763547,M,32.04197256,319.1343821,30,A,A,12,+,2011,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,52,2023,Brador Bay,4SW,41,3,51.45,-57.29833,7,27.432,2.268,370.26,322.362084,M,35.32742752,287.0346565,30,A,A,10,,2013,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,53,2023,Brador Bay,4SW,41,3,51.45,-57.29833,7,27.432,2.268,354.96,328.6583147,F,34.60474574,294.0535689,32,A,A,11,,2012,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72850,54,2023,Brador Bay,4SW,41,3,51.45,-57.29833,7,27.432,2.268,353.94,271.2571647,F,16.01014739,255.2470174,31,A,A,10,,2013,Barry Hart,NA,2023-06-23 08:00:00,2023-06-24 08:00:00,24
72869,1,2023,Blanc Sablon,4SW,41,2,51.389167,-57.15383,2,21.9456,0.0283,300.9,157.6090137,F,2.810553308,154.7984604,82,A,P,6,,2017,Adrien Lavallée,NA,2023-06-12 03:00:00,2023-06-13 06:30:00,27.5
72869,2,2023,Blanc Sablon,4SW,41,2,51.389167,-57.15383,2,21.9456,0.0283,291.72,159.6513998,F,32.17993175,127.471468,50,A,P,6,,2017,Adrien Lavallée,NA,2023-06-12 03:00:00,2023-06-13 06:30:00,27.5
72869,3,2023,Blanc Sablon,4SW,41,2.25,51.389167,-57.15383,1,21.9456,0.1417,316.2,180.9024207,M,2.104261296,178.7981594,81,A,P,6,,2017,Adrien Lavallée,NA,2023-06-12 03:00:00,2023-06-13 06:30:00,27.5
72869,4,2023,Blanc Sablon,4SW,41,2.5,51.389167,-57.15383,1,21.9456,0.1984,359.04,298.4773523,F,15.41052231,283.06683,31,A,A,10,,2013,Adrien Lavallée,NA,2023-06-12 03:00:00,2023-06-13 06:30:00,27.5
72869,5,2023,Blanc Sablon,4SW,41,2.75,51.389167,-57.15383,2,21.9456,0.4536,374.34,328.3301537,M,31.92854389,296.4016098,30,A,A,10,,2013,Adrien Lavallée,NA,2023-06-12 03:00:00,2023-06-13 06:30:00,27.5
72869,6,2023,Blanc Sablon,4SW,41,2.75,51.389167,-57.15383,2,21.9456,0.4536,366.18,324.6378293,F,38.673607,285.9642223,32,A,A,9,,2014,Adrien Lavallée,NA,2023-06-12 03:00:00,2023-06-13 06:30:00,27.5
72869,NA,2023,Blanc Sablon,4SW,41,3,51.389167,-57.15383,0,21.9456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adrien Lavallée,NA,2023-06-12 03:00:00,2023-06-13 06:30:00,27.5
72870,1,2023,Blanc Sablon,4SW,41,2.5,51.392333,-57.13717,1,16.4592,0.3402,365.16,323.3570048,M,16.96958517,306.3874196,30,A,A,9,,2014,Adrien Lavallée,NA,2023-06-28 09:00:00,2023-06-29 09:00:00,24
72870,2,2023,Blanc Sablon,4SW,41,2.75,51.392333,-57.13717,2,16.4592,0.4635,375.36,351.7555578,F,16.10988287,335.6456749,31,A,A,11,,2012,Adrien Lavallée,NA,2023-06-28 09:00:00,2023-06-29 09:00:00,24
72870,3,2023,Blanc Sablon,4SW,41,2.75,51.392333,-57.13717,2,16.4592,0.4635,376.38,395.741661,M,43.67989434,352.0617666,30,A,A,11,,2012,Adrien Lavallée,NA,2023-06-28 09:00:00,2023-06-29 09:00:00,24
72870,4,2023,Blanc Sablon,4SW,41,3,51.392333,-57.13717,1,16.4592,0.4536,396.78,444.8301784,F,28.13181595,416.6983625,31,A,A,10,,2013,Adrien Lavallée,NA,2023-06-28 09:00:00,2023-06-29 09:00:00,24
72870,NA,2023,Blanc Sablon,4SW,41,2,51.392333,-57.13717,0,16.4592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adrien Lavallée,NA,2023-06-28 09:00:00,2023-06-29 09:00:00,24
72870,NA,2023,Blanc Sablon,4SW,41,2.25,51.392333,-57.13717,0,16.4592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adrien Lavallée,NA,2023-06-28 09:00:00,2023-06-29 09:00:00,24
72871,1,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,7,32.9184,1.8144,338.64,271.2571647,F,4.074660416,267.1825043,81,A,P,9,,2014,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,2,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,7,32.9184,1.8144,349.86,276.3022974,F,3.505334022,272.7969633,70,A,P,8,,2015,Wayne Tucker,Mauvais état,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,3,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,7,32.9184,1.8144,337.62,282.4814621,M,4.617422819,277.8640393,82,A,P,7,,2016,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,4,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,7,32.9184,1.8144,349.86,259.1403565,F,3.505334022,255.6350224,70,A,P,9,,2014,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,5,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,7,32.9184,1.8144,349.86,262.170703,F,4.300302237,257.8704008,81,A,P,8,,2015,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,6,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,7,32.9184,1.8144,349.86,292.4333151,F,15.10991059,277.3234045,31,A,A,9,,2014,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,7,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,7,32.9184,1.8144,342.72,266.4802157,M,15.58661477,250.893601,30,A,A,11,,2012,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,8,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,8,32.9184,3.1752,403.92,524.5479308,F,27.65775765,496.8901731,31,A,A,12,,2011,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,9,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,8,32.9184,3.1752,385.56,422.4031132,M,14.08511679,408.3179965,82,A,A,11,,2012,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,10,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,8,32.9184,3.1752,379.44,391.7870406,M,26.92774434,364.8592962,30,A,A,10,,2013,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,11,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,8,32.9184,3.1752,384.54,410.5603978,M,26.35815552,384.2022423,30,A,A,10,,2013,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,12,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,8,32.9184,3.1752,374.34,361.7873234,F,17.59934468,344.1879787,31,A,A,10,,2013,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,13,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,8,32.9184,3.1752,382.5,402.8555273,F,14.60766345,388.2478638,83,A,A,10,,2013,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,14,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,8,32.9184,3.1752,362.1,388.8202422,M,17.08470991,371.7355323,30,A,A,9,,2014,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,15,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,8,32.9184,3.1752,381.48,378.925677,M,22.70561979,356.2200573,30,A,A,9,,2014,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,NA,2023,Bay of Islands,4RC,41,2,48.988333,-58.045,0,32.9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,NA,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,0,32.9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72871,NA,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,0,32.9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wayne Tucker,NA,2023-06-07 08:00:00,2023-06-08 08:30:00,24.5
72872,1,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,294.78,121.7651774,F,10.83660144,110.9285759,60,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,2,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,276.42,161.6932121,F,31.61801627,130.0751959,50,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,3,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,277.44,150.4129022,M,21.33245396,129.0804483,50,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,4,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,255,104.2884663,M,0.511874721,103.7765916,20,J,A,4,,2019,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,5,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,278.46,119.710511,F,1.613105132,118.0974059,82,A,A,7,,2016,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,6,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,265.2,118.6828882,F,2.810553308,115.8723349,20,J,A,4,,2019,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,7,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,270.3,122.8032108,M,11.99977363,110.8034371,40,A,P,4,,2019,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,8,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,278.46,122.7922242,F,0.854907637,121.9373166,70,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,9,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,283.56,137.1517818,F,26.32637413,110.8254077,60,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,10,2023,Bay of Islands,4RC,41,2.25,48.988333,-58.045,10,32.9184,0.9072,293.76,138.1637989,M,1.253,136.9107989,81,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,11,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,334.56,252.0665037,F,4.970987421,247.0955163,82,A,A,8,,2015,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,12,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,336.6,252.0665037,F,3.847866207,248.2186375,81,A,P,8,,2015,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,13,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,328.44,229.356384,M,2.466365159,226.8900189,81,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,14,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,307.02,212.2368494,M,1.862053827,210.3747956,81,A,P,8,,2015,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,15,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,332.52,245.9997336,F,3.043730168,242.9560035,81,A,P,8,,2015,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,16,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,332.52,241.4161287,M,2.466365159,238.9497636,81,A,P,8,,2015,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,17,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,328.44,223.3190002,M,1.983244662,221.3357555,70,A,P,11,,2012,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,18,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,317.22,195.3064183,F,3.275278528,192.0311398,82,A,A,9,,2014,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,19,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,336.6,251.0556002,F,18.19185027,232.8637499,32,A,A,9,,2014,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,20,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,334.56,235.8811008,F,3.619838689,232.2612621,81,A,P,8,,2015,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,21,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,342.72,240.9415839,F,4.187620714,236.7539632,81,A,P,7,,2016,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,22,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,315.18,218.283882,M,10.6048641,207.6790179,30,A,A,7,,2016,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,23,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,331.5,195.0732091,M,1.983244662,193.0899644,70,A,P,7,,2016,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,24,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,344.76,251.4512467,M,2.827217151,248.6240295,70,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,25,2023,Bay of Islands,4RC,41,2.5,48.988333,-58.045,14,32.9184,3.1752,343.74,239.4075286,M,2.466365159,236.9411634,81,A,P,6,,2017,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,26,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,5,32.9184,1.3608,377.4,358.7784429,F,23.06638097,335.7120619,31,A,A,9,,2014,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,27,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,5,32.9184,1.3608,361.08,278.4839195,M,3.665207249,274.8187122,81,A,P,8,,2015,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,28,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,5,32.9184,1.3608,358.02,306.5318986,F,5.743142931,300.7887557,82,A,A,9,,2014,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,29,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,5,32.9184,1.3608,357,290.418029,F,5.743142931,284.674886,82,A,A,9,,2014,Wayne Tucker,Mauvais état,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,30,2023,Bay of Islands,4RC,41,2.75,48.988333,-58.045,5,32.9184,1.3608,344.76,275.2934339,F,11.76364877,263.5297851,31,A,A,10,,2013,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,31,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,379.44,414.5091623,M,21.79040075,392.7187616,30,A,A,12,,2011,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,32,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,374.34,439.1622941,M,47.27968027,391.8826138,30,A,A,11,,2012,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,33,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,394.74,456.806598,F,19.56761296,437.238985,83,A,A,11,,2012,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,34,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,391.68,476.752071,F,27.75262853,448.9994425,31,A,A,11,,2012,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,35,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,380.46,446.057177,M,64.07487778,381.9822992,40,A,A,12,+,2011,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,36,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,377.4,441.1326098,M,23.8484273,417.2841825,30,A,A,NA,,NA,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,37,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,385.56,355.7690081,F,20.73979004,335.0292181,31,A,A,10,,2013,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,38,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,377.4,433.2496535,M,35.44058685,397.8090667,30,A,A,12,+,2011,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,39,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,367.2,389.844325,F,13.09111295,376.7532121,83,A,A,10,,2013,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,40,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,10,32.9184,4.0823,379.44,383.8359555,F,17.5004173,366.3355381,31,A,A,10,,2013,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72872,NA,2023,Bay of Islands,4RC,41,2,48.988333,-58.045,0,32.9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wayne Tucker,NA,2023-06-14 08:00:00,2023-06-15 08:30:00,24.5
72873,1,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,384.54,426.852198,F,17.79704687,409.0551511,31,A,A,10,,2013,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,2,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,380.46,445.0724025,M,31.02076998,414.0516326,30,A,A,10,,2013,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,3,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,369.24,384.8633892,M,21.44696217,363.416427,30,A,A,12,+,2011,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,4,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,360.06,361.7873234,F,13.69956934,348.087754,31,A,A,9,,2014,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,5,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,383.52,413.5220839,M,12.34788692,401.174197,82,A,P,8,,2015,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,6,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,374.34,361.094564,M,14.31635232,346.7782117,82,A,A,9,,2014,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,7,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,384.54,475.755239,F,17.20332592,458.5519131,31,A,A,12,+,2011,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,8,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,369.24,368.8059158,F,14.60766345,354.1982523,31,A,A,11,,2012,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,9,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,363.12,391.7870406,M,48.17859951,343.6084411,40,A,A,11,,2012,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,10,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,353.94,352.7590142,F,40.14328389,312.6157303,40,A,A,11,,2012,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,11,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,374.34,422.8548561,F,16.90576328,405.9490928,31,A,A,9,,2014,Wayne Tucker,Gonade fusionnée à la partie postérieur,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,12,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,371.28,362.0859043,M,14.54749997,347.5384044,82,A,A,10,,2013,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,13,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,366.18,355.1446942,M,47.05488788,308.0898064,40,A,A,10,,2013,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,14,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,380.46,441.1326098,M,39.39599732,401.7366125,30,A,A,11,,2012,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,15,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,370.26,407.8573628,F,20.44732862,387.4100342,31,A,A,8,,2015,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,16,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,372.3,434.8444239,F,43.34133412,391.5030898,32,A,A,9,,2014,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,17,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,379.44,391.8466615,F,16.40875139,375.4379101,31,A,A,12,,2011,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,18,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,387.6,441.8349741,F,23.35565094,418.4793231,31,A,A,9,,2014,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,19,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,364.14,383.8359555,F,16.60771953,367.2282359,31,A,A,12,+,2011,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,20,2023,Bay of Islands,4RC,41,3,48.988333,-58.045,20,32.9184,6.8039,371.28,364.0683261,M,33.17574509,330.8925811,30,A,A,10,,2013,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
72873,NA,2023,Bay of Islands,4RC,41,2,48.988333,-58.045,0,32.9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wayne Tucker,NA,2023-06-19 08:00:00,2023-06-20 08:30:00,24.5
