S_ECH,pn,an,deb,peche,engin,maille,LAT_VOY,LONG_VOY,no_db,prof,catch,longt,poidt,SEXE,poidg,poids,matc,dev,choixc,agec,sagec,cohorte,Pecheur,Remarques,datetime_set,datetime_haul,soak_time
71751,66,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,322.32,237.9055773,F,14.30555667,223.6000206,32,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,67,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,315.18,253.0773183,F,46.33689997,206.7404183,50,A,P,7,,2015,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,68,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,298.86,190.0161014,M,2.104261296,187.9118401,82,A,P,5,,2017,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,69,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,279.48,162.7139055,F,26.80256155,135.911344,50,A,P,5,,2017,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,70,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,290.7,194.0621247,M,26.13023917,167.9318856,50,A,P,5,,2017,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,71,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,367.2,359.7814644,F,30.2091709,329.5722935,32,A,A,12,+,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,72,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,353.94,345.2211634,M,27.95229391,317.2688695,30,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,73,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,344.76,322.362084,M,66.64022007,255.7218639,50,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,74,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,320.28,236.3936211,M,3.06717432,233.3264468,82,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,75,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,328.44,246.4353133,M,6.744205164,239.6911081,82,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,76,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,313.14,241.9533989,F,10.21453945,231.7388594,32,A,A,6,,2016,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,77,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,293.76,164.6636448,M,13.15926465,151.5043801,30,A,A,6,,2016,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,78,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,318.24,246.4353133,M,20.87427561,225.5610377,30,A,A,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,79,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,299.88,211.2284816,M,5.683170405,205.5453112,30,A,A,6,,2016,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,80,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,287.64,164.6636448,M,12.11583747,152.5478073,30,A,A,6,,2016,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,81,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,362.1,320.6162502,F,3.505334022,317.1109161,81,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,82,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,364.14,330.6681515,F,17.89582235,312.7723292,31,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,83,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,345.78,281.3454075,F,10.21453945,271.130868,31,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,84,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,338.64,265.4791404,M,38.718618,226.7605224,40,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,85,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,343.74,311.4114343,M,20.87427561,290.5371587,30,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,86,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,336.6,234.8687196,F,3.847866207,231.0208534,81,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,87,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,325.38,226.7661827,F,4.074660416,222.6915223,82,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,88,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,307.02,204.4506359,F,9.169867903,195.280768,32,A,A,7,,2015,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,89,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,297.84,191.027862,M,23.16290158,167.8649605,40,A,P,5,,2017,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,90,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,293.76,174.9515135,F,17.99454787,156.9569656,40,A,P,5,,2017,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,91,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,349.86,311.5636228,F,15.00958522,296.5540376,31,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,92,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,339.66,302.5052142,F,17.69822109,284.8069931,32,A,A,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,93,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,336.6,268.2290981,F,10.62962064,257.5994775,31,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,94,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,333.54,240.4118954,M,3.545797381,236.866098,82,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,95,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,328.44,232.3731721,M,1.862053827,230.5111182,70,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,96,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,325.38,218.283882,M,2.707060925,215.5768211,81,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,97,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,315.18,231.3677153,M,10.6048641,220.7628512,30,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,98,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,316.2,208.5118266,F,3.619838689,204.8919879,82,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,99,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,300.9,175.9704473,F,2.219340116,173.7511072,81,A,P,5,,2017,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,100,2022,Brador Bay,4SW,41,2.25,51.466667,-57.28,50,27.432,94.801,295.8,167.712155,M,1.983244662,165.7289103,70,A,P,5,,2017,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,101,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,387.6,438.8393237,F,22.96988387,415.8694398,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,102,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,371.28,377.8255195,F,19.46964544,358.3558741,31,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,103,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,373.32,382.8844779,M,34.19536003,348.6891179,30,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,104,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,367.2,359.1116232,M,35.21425965,323.8973636,30,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,105,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,336.6,257.1196935,F,2.927354708,254.1923388,81,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,106,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,342.72,269.2385367,F,3.734012098,265.5045246,81,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,107,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,339.66,271.4838067,M,5.683170405,265.8006363,82,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,108,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,350.88,295.4556731,F,19.46964544,275.9860277,32,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,109,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,327.42,290.4711759,M,42.10282138,248.3683545,40,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,110,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,303.96,219.2911986,M,18.00506108,201.2861376,40,A,P,5,,2017,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,111,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,373.32,352.7590142,F,19.07732039,333.6816938,31,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,112,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,368.22,360.7844245,F,17.99454787,342.7898766,31,A,A,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,113,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,351.9,294.4633996,M,15.24042991,279.2229697,30,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,114,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,358.02,306.4298379,M,3.06717432,303.3626636,81,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,115,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,339.66,274.4845499,M,2.707060925,271.7774889,81,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,116,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,345.78,302.5052142,F,15.21017492,287.2950393,31,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,117,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,339.66,281.4822462,M,2.586778972,278.8954672,81,A,P,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,118,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,343.74,262.4751918,M,3.306689898,259.1685019,81,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,119,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,341.7,262.4751918,M,22.01928891,240.4559029,30,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,120,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,326.4,244.9882879,F,3.619838689,241.3684492,82,A,P,7,,2015,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,121,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,373.32,406.857104,F,24.98878432,381.8683197,32,A,A,12,+,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,122,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,367.2,327.6532951,F,13.49703134,314.1562638,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,123,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,338.64,300.4485147,M,26.92774434,273.5207703,30,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,124,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,354.96,299.4844291,F,17.30240827,282.1820208,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,125,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,370.26,340.7133455,F,9.902213521,330.811132,83,A,P,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,126,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,351.9,297.4564361,M,19.49829663,277.9581395,30,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,127,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,351.9,282.4814621,M,16.27844582,266.2030163,30,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,128,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,351.9,289.4102709,F,14.70823793,274.7020329,31,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,129,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,345.78,292.4675045,M,18.92430557,273.5431989,30,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,130,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,341.7,301.445663,M,20.18656217,281.2591009,30,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,131,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,385.56,365.0594081,M,35.55373768,329.5056705,30,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,132,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,364.14,378.925677,M,51.43392777,327.4917493,40,A,P,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,133,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,362.1,335.6915737,F,15.71059721,319.9809765,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,134,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,361.08,333.6824044,F,24.12544591,309.5569585,32,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,135,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,347.82,286.386533,F,12.17349617,274.2130368,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,136,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,348.84,284.3703186,F,12.98945413,271.3808644,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,137,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,334.56,279.4834753,M,19.2687486,260.2147267,30,A,A,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,138,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,358.02,359.1116232,M,48.51559205,310.5960312,40,A,P,11,+,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,139,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,349.86,319.3767342,M,23.16290158,296.2138326,30,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,140,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,338.64,283.3620938,F,18.68425401,264.6778398,32,A,A,7,,2015,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,141,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,365.16,357.128334,M,13.15926465,343.9690694,82,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,142,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,372.3,372.8152197,F,21.22638941,351.5888303,31,A,A,12,+,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,143,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,372.3,310.5574216,F,12.8877223,297.6696993,83,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,144,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,357,320.3719491,M,24.19101543,296.1809336,30,A,A,12,+,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,145,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,337.62,264.477945,M,2.947253242,261.5306918,70,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,146,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,367.2,339.2627011,M,28.63483406,310.627867,30,A,A,12,+,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,147,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,346.8,315.3948844,M,34.08210521,281.3127792,30,A,A,12,+,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,148,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,353.94,338.2693018,M,61.06029232,277.2090095,40,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,149,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,337.62,283.4805656,M,15.81730391,267.6632617,30,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,150,2022,Brador Bay,4SW,41,2.5,51.466667,-57.28,50,27.432,117.48,298.86,196.0841267,M,8.621144413,187.4629822,30,A,A,6,,2016,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,151,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,366.18,323.6325377,F,15.51060631,308.1219313,31,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,152,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,372.3,360.1031371,M,9.67254891,350.4305881,82,A,P,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,153,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,353.94,326.3411838,M,29.43064771,296.9105361,30,A,A,12,+,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,154,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,361.08,368.8059158,F,29.73822721,339.0676885,32,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,155,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,351.9,334.2947732,M,53.22787619,281.066897,40,A,P,11,+,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,156,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,345.78,319.3767342,M,67.53196372,251.8447705,50,A,P,11,+,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,157,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,351.9,326.6482079,F,24.02934613,302.6188617,32,A,A,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,158,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,359.04,349.1916507,M,26.35815552,322.8334951,30,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,159,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,351.9,307.5383876,F,13.69956934,293.8388183,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,160,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,341.7,286.386533,F,14.10382737,272.2827056,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,161,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,367.2,368.0321414,M,44.9180808,323.1140606,30,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,162,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,363.12,344.7295917,F,30.2091709,314.5204208,32,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,163,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,353.94,325.3465543,M,35.89313942,289.4534149,30,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,164,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,345.78,305.525337,F,12.68403685,292.8413002,31,A,A,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,165,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,350.88,293.4408436,F,9.797905191,283.6429385,83,A,A,7,,2015,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,166,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,349.86,300.4485147,M,37.36301681,263.0854979,40,A,P,9,,2013,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,167,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,366.18,357.7753598,F,15.51060631,342.2647535,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,168,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,357,318.6050459,F,15.10991059,303.4951353,31,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,169,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,342.72,271.4838067,M,14.89405981,256.5897469,30,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,170,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,338.64,283.3620938,F,14.10382737,269.2582664,32,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,171,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,367.2,366.8009054,F,18.09322373,348.7076817,31,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,172,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,351.9,307.4263621,M,29.31699138,278.1093707,30,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,173,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,362.1,345.7334922,F,25.75390329,319.9795889,32,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,174,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,374.34,343.7256269,F,16.60771953,327.1179074,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,175,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,372.3,340.2560079,M,15.35584523,324.9001626,82,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,176,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,338.64,263.1806472,F,13.49703134,249.6836159,31,A,A,8,,2014,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,177,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,346.8,291.4693946,M,13.96946559,277.499929,30,A,A,12,,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,178,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,353.94,325.3465543,M,31.70165805,293.6448963,30,A,A,11,,2011,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,179,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,351.9,312.4074481,M,33.17574509,279.231703,30,A,A,12,+,2010,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,180,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,338.64,282.3537902,F,12.480051,269.8737392,31,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
71751,181,2022,Brador Bay,4SW,41,2.75,51.466667,-57.28,50,27.432,126.552,352.92,325.3465543,M,28.0660776,297.2804767,30,A,A,10,,2012,Barry Hart,NA,2022-06-09 08:00:00,2022-06-10 08:00:00,24
